流水號,開課系所,課程概述,課程目標,課程要求,評量方式,預期學習時數
13164,物理學研究所,,,,,
59604,物理學研究所,,,,,
33778,物理學研究所,,,,,
22344,物理學研究所,,,,,
39708,物理學研究所,,,,,
45155,物理學研究所,,,,,
35549,物理學研究所,,,,,
41214,物理學研究所,,,,,
51861,物理學研究所,,,,,
32769,物理學研究所,,,,,
21466,物理學研究所,,,,,
23424,物理學研究所,,,,,
27832,物理學研究所,,,,,
51226,物理學研究所,,,,,
36493,物理學研究所,,,,,
36631,物理學研究所 / 奈米科技學程 / 量子計算與資訊學程,,,,,
57263,物理學研究所,,,,,
32861,物理學研究所,,,,,
42514,生理學研究所,,,,,
11745,生理學研究所,,,,,
33414,生命科學院院學士學位 / 植物科學研究所 / 植物生物科技產學研發博士學位學程,,,,,
23946,植物科學研究所,,,,,
46093,植物科學研究所,,,,,
16950,植物科學研究所,,,,,
56509,植物科學研究所,,,,,
48216,植物科學研究所,,,,,
28138,植物科學研究所,,,,,
57362,植物科學研究所,,,,,
41615,植物科學研究所,,,,,
16546,植物科學研究所 / 植物生物科技產學研發博士學位學程,,,,,
53286,植物科學研究所,,,,,
34274,植物生物科技產學研發博士學位學程,,,,,
12202,植物科學研究所 / 植物生物科技產學研發博士學位學程,,,,,
12779,植物科學研究所 / 植物生物科技產學研發博士學位學程,,,,,
10445,植物科學研究所,,,,,
48206,植物科學研究所 / 植物生物科技產學研發博士學位學程,,,,,
25711,植物科學研究所,,,,,
59296,植物科學研究所,,,,,
29943,植物科學研究所 / 植物生物科技產學研發博士學位學程,,,,,
38357,植物科學研究所,,,,,
37611,,,,,,
24086,事業經營碩士在職學位學程,,,,,
22928,事業經營碩士在職學位學程,,,,,
14868,事業經營碩士在職學位學程,,,,,
10980,生物科技管理碩士在職學位學程,,,,,
21824,生物科技管理碩士在職學位學程,,,,,
51872,生物科技管理碩士在職學位學程,,,,,
46201,生物科技管理碩士在職學位學程,,,,,
53336,事業經營法務碩士在職學位學程,,,,,
24482,事業經營法務碩士在職學位學程,,,,,
18043,事業經營法務碩士在職學位學程,,,,,
53600,事業經營法務碩士在職學位學程,,,,,
20780,植物病理與微生物學系,,,,,
37409,植物病理與微生物學系,,,,,
43436,植物病理與微生物學系,,,,,
40980,植物病理與微生物學系,,,,,
40289,植物病理與微生物學系,,,,,
53264,植物病理與微生物學研究所,,,,,
52769,植物病理與微生物學研究所,,,,,
55105,植物病理與微生物學研究所,,,,,
14990,植物病理與微生物學研究所,,,,,
39598,植物病理與微生物學研究所,,,,,
45564,植物病理與微生物學研究所,,,,,
50303,植物病理與微生物學研究所,,,,,
95039,人口學程,,,,,
17205,政治理論組 / 公共行政組 / 國際關係組,,,,,
25624,政治理論組 / 公共行政組 / 國際關係組,,,,,
17545,政治理論組 / 公共行政組 / 國際關係組,,,,,
33327,政治理論組 / 公共行政組 / 國際關係組,,,,,
15131,,,,,,
16921,,,,,,
52314,國際關係組 / 社會科學院院學士學位,,,,,
43455,政治學系,,,,,
45718,國際關係組,,,,,
10574,國際關係組,,,,,
39986,公共行政組,,,,,
34008,,"PS 4202：國際政治理論
選課流水號：79432

本課程討論分析國際政治的核心概念與理論途徑。",本課程旨在訓練與培養學士班學生分析國際政治的獨立學術研究能力。,"修課學生成績由兩部份共同決定，包括：
(1)	實體期中考(50%）；
(2)	實體期末考(50%）。",,1
55727,政治理論組 / 社會科學院院學士學位 / 公共行政組 / 國際關係組,,,,,
58228,政治學系 / 政治學研究所,,,,,
59106,政治學系 / 東亞研究學分學程 / 政治學研究所,,,,,
53881,政治學系 / 政治學研究所,,,,,
26543,政治學系 / 政治學研究所,,,,,
19112,政治學研究所 / 東亞研究學分學程 / 中國大陸研究學程,,,,,
43606,政治學系 / 東亞研究學分學程 / 政治學研究所,,,,,
32796,政治學系 / 政治學研究所,,,,,
14444,政治學研究所,,,,,
45464,政治學研究所,,,,,
25657,政治學研究所,,,,,
19499,政治學研究所,,,,,
31453,政治學研究所,,,,,
30040,政治學研究所,,,,,
30715,高分子科學與工程學研究所,,,,,
27739,高分子科學與工程學研究所,,,,,
34592,高分子科學與工程學研究所,,,,,
33627,高分子科學與工程學研究所,,,,,
25532,高分子科學與工程學研究所,,,,,
16589,高分子科學與工程學研究所,,,,,
19336,高分子科學與工程學研究所,,,,,
43723,高分子科學與工程學研究所,,,,,
44179,高分子科學與工程學研究所,,,,,
17673,高分子科學與工程學研究所,,,,,
40335,高分子科學與工程學研究所,,,,,
49003,高分子科學與工程學研究所,,,,,
40546,高分子科學與工程學研究所,,,,,
12219,心理學系,,,,,
29770,心理學系,,,,,
44590,心理學系,,,,,
31538,心理學系,,,,,
49609,心理學系,,,,,
44839,心理學系,,,,,
27710,心理學系,,,,,
12467,心理學系,,,,,
23935,心理學系,,,,,
45097,,,,,,
28589,心理學系 / 神經生物與認知科學學程 / 心理學研究所,,,,,
21525,心理學系 / 神經生物與認知科學學程 / 心理學研究所,,,,,
51190,心理學系 / 神經生物與認知科學學程 / 心理學研究所,,,,,
49430,心理學研究所 / 心理學系,,,,,
53755,心理學系 / 神經生物與認知科學學程 / 心理學研究所,,,,,
20006,心理學研究所,,,,,
34170,心理學研究所,,,,,
49114,心理學研究所,,,,,
25114,心理學研究所,,,,,
19590,心理學研究所,,,,,
52548,心理學研究所 / 神經生物與認知科學學程,,,,,
11203,心理學研究所,,,,,
41052,心理學研究所,,,,,
27478,心理學研究所 / 神經生物與認知科學學程,,,,,
95090,心理學研究所,,,,,
55797,心理學研究所,,,,,
95013,心理學研究所,,,,,
39243,物理治療學系,,,,,
44504,物理治療學系,,,,,
54053,物理治療學系,,,,,
31407,物理治療學系,,,,,
10345,物理治療學系,,,,,
58678,物理治療學系,,,,,
52109,物理治療學系,,,,,
25888,物理治療學系,,,,,
37900,物理治療學系,,,,,
38938,物理治療學系,,,,,
55484,,,,,,
54842,物理治療學系,,,,,
11050,物理治療學系,,,,,
44308,物理治療學系,,,,,
59348,物理治療學系,,,,,
14542,物理治療學系,,,,,
10573,物理治療學系,,,,,
58052,物理治療學系,,,,,
14880,物理治療學系,,,,,
31772,物理治療學研究所,,,,,
32021,物理治療學研究所,,,,,
58408,物理治療學研究所,,,,,
11293,物理治療學研究所 / 神經生物與認知科學學程,,,,,
46747,物理治療學研究所 / 神經生物與認知科學學程,,,,,
42898,物理治療學研究所 / 神經生物與認知科學學程,,,,,
27586,物理治療學研究所,,,,,
51206,物理治療學研究所,,,,,
34011,物理治療學研究所,,,,,
36498,,"本課程為本所碩士班神經組學生之必選課程，博士班學生之專業選修課程，也是本系六年制學士班學生之「研究」及「運動與健康促進」領域兩個模組的選修課程。

物理治療師是動作科學的專家，物理治療專業中評估、分析、與治療各種不同疾病所導致之動作功能障礙是極重要之一環。深入瞭解動作控制之原理與理論，將有助於物理治療師用不同的角度，深入評估病患的動作問題、找出導致病患動作困難的主要原因、並針對問題原因設計出有效的治療，以促進病患動作功能之恢復。

本課程內容主要涵蓋四大面向﹕(一)動作控制之神經科學基礎;(二)動作控制之研究方法;(三)主要動作控制理論之介紹;(四)主要動作控制理論之臨床應用。","修習學生在結束本課程時，應能:
1. 瞭解動作控制的神經科學基礎與研究方法;
2. 瞭解主要之動作控制理論;
3. 瞭解主要動作控制之臨床應用;
4. 獨立閱讀並評論與統整動作控制之相關文獻;
5. 以團隊合作方式撰寫出探討動作控制理論或其應用的小組實驗計畫書。","請假規定
請依台大校方(https://advisory.ntu.edu.tw/CMS/Page/44)與本課程規定辦理，以遵循公平公正原則，也避免缺席被列為曠課，影響平時成績。
1.	心理健康假：得於當日email向授課老師請假，每學期至多三日。
2.	生理假：得於當日email向授課老師請假，每月一日。
3.	病假：3日內至學生請假系統提出申請，並附證明。
4.	事假：事假開始前3-7日，事先至學生請假系統提出申請，並附證明。
5.	公假：公假開始前7-10日，事先至學生請假系統提出申請，並附證明。請注意：隨台灣大學校隊出隊比賽的運動防護公假，每位同學本課程中只能申請一次。","10%	

課堂出席與參與討論


15%	

課堂報告

線上繳交截止日:口頭報告前一天


25%	

期中口頭報告

線上繳交截止日:11/11 noon


25%	

期末口頭報告

線上繳交截止日:口頭報告前一天


25%	

期末書面報告

線上繳交截止日:口頭報完一週內

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
19422,物理治療學研究所,,,,,
54696,物理治療學研究所,,,,,
19710,物理治療學研究所,,,,,
59706,物理治療學研究所,,,,,
11506,物理治療學研究所,,,,,
27783,物理治療學研究所,,,,,
40644,物理治療學研究所,,,,,
29199,物理治療學研究所,,,,,
34974,物理治療學研究所,,,,,
48533,物理治療學研究所 / 神經生物與認知科學學程,,,,,
17273,物理治療學研究所,,,,,
59948,物理治療學研究所,,,,,
25812,物理治療學研究所,,,,,
59771,物理治療學研究所,,,,,
23769,物理治療學研究所,,,,,
49533,物理治療學研究所,,,,,
37398,物理治療學研究所,,,,,
34270,物理治療學研究所,,,,,
49901,物理治療學研究所,,,,,
42688,物理治療學研究所,,,,,
12816,物理治療學研究所,,,,,
23141,物理治療學研究所,,,,,
19529,物理治療學研究所,,,,,
31801,物理治療學研究所,,,,,
45888,物理治療學研究所,,,,,
17979,物理治療學研究所,,,,,
15664,物理治療學研究所,,,,,
19162,物理治療學研究所,,,,,
43481,物理治療學研究所,,,,,
20537,物理治療學研究所,,,,,
52342,物理治療學研究所,,,,,
12971,華語教學碩士學位學程,,,,,
21741,華語教學碩士學位學程,,,,,
43712,華語教學碩士學位學程,,,,,
24397,華語教學碩士學位學程 / 臺灣研究學程,,,,,
42282,華語教學碩士學位學程,,,,,
54897,轉譯醫學博士學位學程,,,,,
95028,永續化學科技國際研究生博士學位學程,,,,,
22655,永續化學科技國際研究生博士學位學程,,,,,
40272,永續化學科技國際研究生博士學位學程,,,,,
47815,永續化學科技國際研究生博士學位學程,,,,,
41900,,,,,,
42019,社會學系,,,,,
12239,社會學系 / 人口學程 / 社會學研究所,,,,,
95014,社會學系 / 社會學研究所,,,,,
36321,社會學系 / 社會學研究所,,,,,
19530,社會學研究所,,,,,
95046,社會學研究所,,,,,
95047,社會學研究所,,,,,
55861,社會學研究所,,,,,
40943,社會學系 / 社會學研究所,,,,,
35969,社會學研究所,,,,,
44764,社會學研究所,,,,,
12538,社會學研究所,,,,,
41060,財金碩士學位學程,,,,,
12613,財金碩士學位學程,,,,,
40819,財金碩士學位學程,,,,,
19227,政治經濟碩士學位學程,,,,,
19870,政治經濟碩士學位學程,,,,,
33942,政治經濟碩士學位學程,,,,,
43055,政治經濟碩士學位學程,,,,,
59525,運動設施與健康管理碩士學位學程,,,,,
39808,統計與數據科學研究所,,,,,
27066,統計與數據科學研究所,,,,,
13205,統計與數據科學研究所,,,,,
51174,統計與數據科學研究所,,,,,
33354,統計與數據科學研究所,,,,,
28189,學務處課外活動組,,,,,
17429,學務處課外活動組,,,,,
24115,學務處課外活動組,,,,,
39039,學務處課外活動組,,,,,
18096,學務處課外活動組,,,,,
30854,學務處課外活動組,,,,,
19842,學務處課外活動組,,,,,
36573,學務處課外活動組,,,,,
35153,學務處課外活動組,,,,,
41494,學務處課外活動組,,,,,
32602,學務處課外活動組,,,,,
51977,學務處課外活動組,,,,,
15007,學務處課外活動組,,,,,
16787,學務處課外活動組,,,,,
23160,社會工作學系 / 社會工作學研究所,,,,,
39448,社會工作學研究所,,,,,
95080,社會工作學研究所,,,,,
16311,社會工作學研究所,,,,,
18992,社會工作學研究所,,,,,
70061,國立臺灣師範大學,,,,,
71524,國立臺灣師範大學,,,,,
70002,,,,,,
70003,,,,,,
70004,,,,,,
70009,,,,,,
70014,,,,,,
70015,,,,,,
70016,國立臺灣師範大學,,,,,
70017,國立臺灣師範大學,,,,,
70047,,,,,,
71538,國立臺灣師範大學,,,,,
70052,,,,,,
70083,國立臺灣師範大學,,,,,
70706,國立臺灣師範大學,,,,,
70707,國立臺灣師範大學,,,,,
70708,國立臺灣師範大學,,,,,
70545,國立臺灣師範大學,,,,,
70104,國立臺灣師範大學,,,,,
71485,國立臺灣師範大學,,,,,
71527,國立臺灣師範大學,,,,,
70107,國立臺灣師範大學,,,,,
70711,國立臺灣師範大學,,,,,
70546,國立臺灣師範大學,,,,,
70547,國立臺灣師範大學,,,,,
70111,國立臺灣師範大學,,,,,
70550,國立臺灣師範大學,,,,,
70714,國立臺灣師範大學,,,,,
70553,國立臺灣師範大學,,,,,
70559,國立臺灣師範大學,,,,,
70120,國立臺灣師範大學,,,,,
70717,國立臺灣師範大學,,,,,
70866,國立臺灣師範大學,,,,,
70867,國立臺灣師範大學,,,,,
70720,國立臺灣師範大學,,,,,
70721,國立臺灣師範大學,,,,,
70562,國立臺灣師範大學,,,,,
70563,國立臺灣師範大學,,,,,
70868,國立臺灣師範大學,,,,,
70724,國立臺灣師範大學,,,,,
70725,國立臺灣師範大學,,,,,
70564,國立臺灣師範大學,,,,,
70128,國立臺灣師範大學,,,,,
70960,國立臺灣師範大學,,,,,
70961,國立臺灣師範大學,,,,,
70565,國立臺灣師範大學,,,,,
70873,國立臺灣師範大學,,,,,
70731,國立臺灣師範大學,,,,,
70874,國立臺灣師範大學,,,,,
70733,國立臺灣師範大學,,,,,
70734,國立臺灣師範大學,,,,,
70735,國立臺灣師範大學,,,,,
70736,國立臺灣師範大學,,,,,
70737,國立臺灣師範大學,,,,,
70876,國立臺灣師範大學,,,,,
70877,國立臺灣師範大學,,,,,
70881,國立臺灣師範大學,,,,,
70962,國立臺灣師範大學,,,,,
70738,國立臺灣師範大學,,,,,
70882,國立臺灣師範大學,,,,,
70963,國立臺灣師範大學,,,,,
70567,國立臺灣師範大學,,,,,
70568,國立臺灣師範大學,,,,,
70739,國立臺灣師範大學,,,,,
70570,國立臺灣師範大學,,,,,
70740,國立臺灣師範大學,,,,,
70741,國立臺灣師範大學,,,,,
70742,國立臺灣師範大學,,,,,
70743,國立臺灣師範大學,,,,,
70744,國立臺灣師範大學,,,,,
70745,國立臺灣師範大學,,,,,
70746,國立臺灣師範大學,,,,,
70964,國立臺灣師範大學,,,,,
70965,國立臺灣師範大學,,,,,
70966,國立臺灣師範大學,,,,,
70571,國立臺灣師範大學,,,,,
70572,國立臺灣師範大學,,,,,
70884,國立臺灣師範大學,,,,,
70885,國立臺灣師範大學,,,,,
70886,國立臺灣師範大學,,,,,
70579,國立臺灣師範大學,,,,,
70580,國立臺灣師範大學,,,,,
70581,國立臺灣師範大學,,,,,
70156,國立臺灣師範大學,,,,,
70158,國立臺灣師範大學,,,,,
70159,國立臺灣師範大學,,,,,
70161,國立臺灣師範大學,,,,,
70165,國立臺灣師範大學,,,,,
70756,國立臺灣師範大學,,,,,
70891,國立臺灣師範大學,,,,,
70892,國立臺灣師範大學,,,,,
70893,國立臺灣師範大學,,,,,
70168,國立臺灣師範大學,,,,,
71512,國立臺灣師範大學,,,,,
70183,國立臺灣師範大學,,,,,
70587,國立臺灣師範大學,,,,,
70588,國立臺灣師範大學,,,,,
70589,國立臺灣師範大學,,,,,
70757,國立臺灣師範大學,,,,,
70590,國立臺灣師範大學,,,,,
70759,國立臺灣師範大學,,,,,
70760,國立臺灣師範大學,,,,,
70596,國立臺灣師範大學,,,,,
70597,國立臺灣師範大學,,,,,
70764,國立臺灣師範大學,,,,,
70765,國立臺灣師範大學,,,,,
70899,國立臺灣師範大學,,,,,
70900,國立臺灣師範大學,,,,,
70901,國立臺灣師範大學,,,,,
70902,國立臺灣師範大學,,,,,
70766,國立臺灣師範大學,,,,,
70767,國立臺灣師範大學,,,,,
70195,國立臺灣師範大學,,,,,
70203,國立臺灣師範大學,,,,,
70205,國立臺灣師範大學,,,,,
70768,國立臺灣師範大學,,,,,
71486,國立臺灣師範大學,,,,,
71574,國立臺灣師範大學,,,,,
70769,國立臺灣師範大學,,,,,
70770,國立臺灣師範大學,,,,,
71528,國立臺灣師範大學,,,,,
71529,國立臺灣師範大學,,,,,
70213,國立臺灣師範大學,,,,,
70214,國立臺灣師範大學,,,,,
70216,國立臺灣師範大學,,,,,
70218,國立臺灣師範大學,,,,,
70225,國立臺灣師範大學,,,,,
70226,國立臺灣師範大學,,,,,
70228,國立臺灣師範大學,,,,,
70904,國立臺灣師範大學,,,,,
70600,國立臺灣師範大學,,,,,
70601,國立臺灣師範大學,,,,,
70602,國立臺灣師範大學,,,,,
70771,國立臺灣師範大學,,,,,
70773,國立臺灣師範大學,,,,,
70232,國立臺灣師範大學,,,,,
71578,國立臺灣師範大學,,,,,
70244,國立臺灣師範大學,,,,,
70245,國立臺灣師範大學,,,,,
70778,國立臺灣師範大學,,,,,
70605,國立臺灣師範大學,,,,,
70779,國立臺灣師範大學,,,,,
70780,國立臺灣師範大學,,,,,
70607,國立臺灣師範大學,,,,,
70608,國立臺灣師範大學,,,,,
70609,國立臺灣師範大學,,,,,
70610,國立臺灣師範大學,,,,,
70908,國立臺灣師範大學,,,,,
70909,國立臺灣師範大學,,,,,
71546,國立臺灣師範大學,,,,,
70611,國立臺灣師範大學,,,,,
70782,國立臺灣師範大學,,,,,
70910,國立臺灣師範大學,,,,,
70251,國立臺灣師範大學,,,,,
70783,國立臺灣師範大學,,,,,
70615,國立臺灣師範大學,,,,,
70616,國立臺灣師範大學,,,,,
70617,國立臺灣師範大學,,,,,
70618,國立臺灣師範大學,,,,,
70619,國立臺灣師範大學,,,,,
70784,國立臺灣師範大學,,,,,
70914,國立臺灣師範大學,,,,,
70915,國立臺灣師範大學,,,,,
70916,國立臺灣師範大學,,,,,
70787,國立臺灣師範大學,,,,,
70919,國立臺灣師範大學,,,,,
70621,國立臺灣師範大學,,,,,
70788,國立臺灣師範大學,,,,,
70622,國立臺灣師範大學,,,,,
70262,國立臺灣師範大學,,,,,
70279,國立臺灣師範大學,,,,,
70281,國立臺灣師範大學,,,,,
70624,國立臺灣師範大學,,,,,
70289,國立臺灣師範大學,,,,,
70290,國立臺灣師範大學,,,,,
70297,國立臺灣師範大學,,,,,
70789,國立臺灣師範大學,,,,,
70627,國立臺灣師範大學,,,,,
70628,國立臺灣師範大學,,,,,
70630,國立臺灣師範大學,,,,,
70353,國立臺灣師範大學,,,,,
70354,國立臺灣師範大學,,,,,
70355,國立臺灣師範大學,,,,,
70356,國立臺灣師範大學,,,,,
70357,國立臺灣師範大學,,,,,
70923,國立臺灣師範大學,,,,,
70924,國立臺灣師範大學,,,,,
70634,國立臺灣師範大學,,,,,
70635,國立臺灣師範大學,,,,,
70790,國立臺灣師範大學,,,,,
70791,國立臺灣師範大學,,,,,
70793,國立臺灣師範大學,,,,,
70927,國立臺灣師範大學,,,,,
70928,國立臺灣師範大學,,,,,
70636,國立臺灣師範大學,,,,,
70637,國立臺灣師範大學,,,,,
70638,國立臺灣師範大學,,,,,
70929,國立臺灣師範大學,,,,,
70639,國立臺灣師範大學,,,,,
70640,國立臺灣師範大學,,,,,
70641,國立臺灣師範大學,,,,,
70794,國立臺灣師範大學,,,,,
70795,國立臺灣師範大學,,,,,
70796,國立臺灣師範大學,,,,,
70797,國立臺灣師範大學,,,,,
70798,國立臺灣師範大學,,,,,
70642,國立臺灣師範大學,,,,,
70643,國立臺灣師範大學,,,,,
70644,國立臺灣師範大學,,,,,
70645,國立臺灣師範大學,,,,,
70646,國立臺灣師範大學,,,,,
70647,國立臺灣師範大學,,,,,
70799,國立臺灣師範大學,,,,,
70800,國立臺灣師範大學,,,,,
70801,國立臺灣師範大學,,,,,
70802,國立臺灣師範大學,,,,,
70803,國立臺灣師範大學,,,,,
70648,國立臺灣師範大學,,,,,
70652,國立臺灣師範大學,,,,,
70653,國立臺灣師範大學,,,,,
70654,國立臺灣師範大學,,,,,
70655,國立臺灣師範大學,,,,,
70656,國立臺灣師範大學,,,,,
70657,國立臺灣師範大學,,,,,
70658,國立臺灣師範大學,,,,,
70659,國立臺灣師範大學,,,,,
70660,國立臺灣師範大學,,,,,
70661,國立臺灣師範大學,,,,,
70375,國立臺灣師範大學,,,,,
70805,國立臺灣師範大學,,,,,
70806,國立臺灣師範大學,,,,,
71543,國立臺灣師範大學,,,,,
70388,國立臺灣師範大學,,,,,
70389,國立臺灣師範大學,,,,,
71439,國立臺灣師範大學,,,,,
71440,國立臺灣師範大學,,,,,
71441,國立臺灣師範大學,,,,,
70930,國立臺灣師範大學,,,,,
70391,國立臺灣師範大學,,,,,
71466,國立臺灣師範大學,,,,,
70392,國立臺灣師範大學,,,,,
71464,國立臺灣師範大學,,,,,
70807,國立臺灣師範大學,,,,,
70808,國立臺灣師範大學,,,,,
70393,國立臺灣師範大學,,,,,
71444,國立臺灣師範大學,,,,,
71445,國立臺灣師範大學,,,,,
70663,國立臺灣師範大學,,,,,
70931,國立臺灣師範大學,,,,,
70932,國立臺灣師範大學,,,,,
71526,國立臺灣師範大學,,,,,
71519,國立臺灣師範大學,,,,,
70809,國立臺灣師範大學,,,,,
70666,國立臺灣師範大學,,,,,
71446,國立臺灣師範大學,,,,,
71447,國立臺灣師範大學,,,,,
71449,國立臺灣師範大學,,,,,
71450,國立臺灣師範大學,,,,,
71451,國立臺灣師範大學,,,,,
71452,國立臺灣師範大學,,,,,
71453,國立臺灣師範大學,,,,,
71454,國立臺灣師範大學,,,,,
71455,國立臺灣師範大學,,,,,
71456,國立臺灣師範大學,,,,,
71457,國立臺灣師範大學,,,,,
70423,國立臺灣師範大學,,,,,
70425,國立臺灣師範大學,,,,,
70428,國立臺灣師範大學,,,,,
70432,國立臺灣師範大學,,,,,
70070,國立臺灣師範大學,,,,,
70074,國立臺灣師範大學,,,,,
70075,國立臺灣師範大學,,,,,
70704,國立臺灣師範大學,,,,,
70457,國立臺灣師範大學,,,,,
70458,國立臺灣師範大學,,,,,
70459,國立臺灣師範大學,,,,,
70460,國立臺灣師範大學,,,,,
70461,國立臺灣師範大學,,,,,
70462,國立臺灣師範大學,,,,,
71569,國立臺灣師範大學,,,,,
71482,國立臺灣師範大學,,,,,
71488,國立臺灣師範大學,,,,,
70465,國立臺灣師範大學,,,,,
70466,國立臺灣師範大學,,,,,
70471,國立臺灣師範大學,,,,,
70472,國立臺灣師範大學,,,,,
70833,國立臺灣師範大學,,,,,
70479,國立臺灣師範大學,,,,,
70484,國立臺灣師範大學,,,,,
70485,國立臺灣師範大學,,,,,
70834,國立臺灣師範大學,,,,,
70975,國立臺灣師範大學,,,,,
70838,國立臺灣師範大學,,,,,
70978,國立臺灣師範大學,,,,,
70839,國立臺灣師範大學,,,,,
70938,國立臺灣師範大學,,,,,
70486,國立臺灣師範大學,,,,,
71516,國立臺灣師範大學,,,,,
70488,國立臺灣師範大學,,,,,
70496,國立臺灣師範大學,,,,,
71514,國立臺灣師範大學,,,,,
70501,國立臺灣師範大學,,,,,
70504,國立臺灣師範大學,,,,,
70509,國立臺灣師範大學,,,,,
70519,國立臺灣師範大學,,,,,
70520,國立臺灣師範大學,,,,,
70521,國立臺灣師範大學,,,,,
70526,國立臺灣師範大學,,,,,
70527,國立臺灣師範大學,,,,,
70534,國立臺灣師範大學,,,,,
70695,國立臺灣師範大學,,,,,
70696,國立臺灣師範大學,,,,,
70697,國立臺灣師範大學,,,,,
70940,國立臺灣師範大學,,,,,
70941,國立臺灣師範大學,,,,,
70942,國立臺灣師範大學,,,,,
70945,國立臺灣師範大學,,,,,
70842,國立臺灣師範大學,,,,,
70843,國立臺灣師範大學,,,,,
70845,國立臺灣師範大學,,,,,
70846,國立臺灣師範大學,,,,,
70858,國立臺灣師範大學,,,,,
70086,國立臺灣師範大學,,,,,
70087,國立臺灣師範大學,,,,,
70089,國立臺灣師範大學,,,,,
70123,國立臺灣師範大學,,,,,
70888,國立臺灣師範大學,,,,,
70157,國立臺灣師範大學,,,,,
70162,國立臺灣師範大學,,,,,
70758,國立臺灣師範大學,,,,,
70187,國立臺灣師範大學,,,,,
70206,國立臺灣師範大學,,,,,
70781,國立臺灣師範大學,,,,,
70250,國立臺灣師範大學,,,,,
70269,國立臺灣師範大學,,,,,
70280,國立臺灣師範大學,,,,,
70282,國立臺灣師範大學,,,,,
70300,國立臺灣師範大學,,,,,
70378,國立臺灣師範大學,,,,,
71438,國立臺灣師範大學,,,,,
70452,國立臺灣師範大學,,,,,
70453,國立臺灣師範大學,,,,,
70513,國立臺灣師範大學,,,,,
70514,國立臺灣師範大學,,,,,
70084,國立臺灣師範大學,,,,,
70085,國立臺灣師範大學,,,,,
70088,國立臺灣師範大學,,,,,
70732,國立臺灣師範大學,,,,,
70875,國立臺灣師範大學,,,,,
70569,國立臺灣師範大學,,,,,
70883,國立臺灣師範大學,,,,,
70887,國立臺灣師範大學,,,,,
70894,國立臺灣師範大學,,,,,
70234,國立臺灣師範大學,,,,,
70606,國立臺灣師範大學,,,,,
70249,國立臺灣師範大學,,,,,
70258,國立臺灣師範大學,,,,,
70625,國立臺灣師範大學,,,,,
70451,國立臺灣師範大學,,,,,
70491,國立臺灣師範大學,,,,,
70529,國立臺灣師範大學,,,,,
70505,國立臺灣師範大學,,,,,
70844,國立臺灣師範大學,,,,,
70786,國立臺灣師範大學,,,,,
70069,國立臺灣師範大學,,,,,
70094,國立臺灣師範大學,,,,,
70730,國立臺灣師範大學,,,,,
70890,國立臺灣師範大學,,,,,
70154,國立臺灣師範大學,,,,,
70201,國立臺灣師範大學,,,,,
71474,國立臺灣師範大學,,,,,
70223,國立臺灣師範大學,,,,,
70233,國立臺灣師範大學,,,,,
70291,國立臺灣師範大學,,,,,
70626,國立臺灣師範大學,,,,,
70629,國立臺灣師範大學,,,,,
70633,國立臺灣師範大學,,,,,
70439,國立臺灣師範大學,,,,,
70936,國立臺灣師範大學,,,,,
70490,國立臺灣師範大學,,,,,
70512,國立臺灣師範大學,,,,,
70071,國立臺灣師範大學,,,,,
70566,國立臺灣師範大學,,,,,
70573,國立臺灣師範大學,,,,,
70747,國立臺灣師範大學,,,,,
70582,國立臺灣師範大學,,,,,
70167,國立臺灣師範大學,,,,,
70202,國立臺灣師範大學,,,,,
70220,國立臺灣師範大學,,,,,
70259,國立臺灣師範大學,,,,,
71542,國立臺灣師範大學,,,,,
70804,國立臺灣師範大學,,,,,
70473,國立臺灣師範大學,,,,,
70499,國立臺灣師範大學,,,,,
70508,國立臺灣師範大學,,,,,
70511,國立臺灣師範大學,,,,,
70812,國立臺灣師範大學,,,,,
70115,國立臺灣師範大學,,,,,
70956,國立臺灣師範大學,,,,,
70121,國立臺灣師範大學,,,,,
70723,國立臺灣師範大學,,,,,
70129,國立臺灣師範大學,,,,,
70224,國立臺灣師範大學,,,,,
70905,國立臺灣師範大學,,,,,
70772,國立臺灣師範大學,,,,,
70253,國立臺灣師範大學,,,,,
70631,國立臺灣師範大學,,,,,
70847,國立臺灣師範大學,,,,,
70440,國立臺灣師範大學,,,,,
70441,國立臺灣師範大學,,,,,
70005,,,,,,
70072,國立臺灣師範大學,,,,,
70870,國立臺灣師範大學,,,,,
70753,國立臺灣師範大學,,,,,
70754,國立臺灣師範大學,,,,,
70585,國立臺灣師範大學,,,,,
70586,國立臺灣師範大學,,,,,
70755,國立臺灣師範大學,,,,,
70160,國立臺灣師範大學,,,,,
70173,國立臺灣師範大學,,,,,
70219,國立臺灣師範大學,,,,,
70227,國立臺灣師範大學,,,,,
70246,國立臺灣師範大學,,,,,
70612,國立臺灣師範大學,,,,,
70613,國立臺灣師範大學,,,,,
70247,國立臺灣師範大學,,,,,
70614,國立臺灣師範大學,,,,,
70256,國立臺灣師範大學,,,,,
70785,國立臺灣師範大學,,,,,
70277,國立臺灣師範大學,,,,,
70358,國立臺灣師範大學,,,,,
70434,國立臺灣師範大學,,,,,
70442,國立臺灣師範大學,,,,,
70454,國立臺灣師範大學,,,,,
70073,國立臺灣師範大學,,,,,
