custom_id,course_id,course_name,teacher,post_url,post_title,post_date,post_tag,year_term,has_template,recommendation,sweetness,workload,teaching_style,grading_method,summary
M.1453861288.A.3B1__BA1009,BA1009,程式設計,楊東謀,https://www.ptt.cc/bbs/NTUcourse/M.1453861288.A.3B1.html,[問題] 圖資/楊東謀 網際網路程式設計,Wed Jan 27 10:21:25 2016,問題,,False,,,,,,
M.1378741752.A.617__BA1009,BA1009,程式設計,楊東謀,https://www.ptt.cc/bbs/NTUcourse/M.1378741752.A.617.html,[問題] 今天一234楊東謀的程式設計,Mon Sep  9 23:49:10 2013,問題,,False,,,,,,
M.1328012924.A.B97__DBME1007,DBME1007,計算機概論,楊東謀,https://www.ptt.cc/bbs/NTUcourse/M.1328012924.A.B97.html,[評價] 100-1 楊東謀 電子計算機概論,Tue Jan 31 20:28:42 2012,評價,100-1,True,5,5,3,課本的摘要投影片，有時候還有老師的補充投影片(ex.二補數)，老師 都會放上ceiba 上課以老師講授為主，老師會問大家有沒有問題，有人問題的部分就會 再重講，每堂上課也會先把上週課程先複習一遍。只是因為這是給圖資 系大一的必修，計概對來自社會組的系上同學普遍衝擊頗大，而老師又 不是走活潑幽默路線，上課很容易就發呆/昏迷/開筆電了…… 但對我而言是個好老師，樂意回答問題/了解同學想法，但總還是有新老 師的一些問題，像是上課速度控制或是不了解同學對課程內容掌握程度， 但可以向老師反映，老師有在課堂上回應期中評鑑的建議 最後兩週六堂課是分組報告(一組3~4人),Presentation 30% Final Exam 35% Midterm Exam 35% 我覺得超甜XD,關於上課方式的補充，老師是今年圖資系的新老師，有歸國後遺症常常中英 夾雜(ex.第一堂課：我今天帶這個laptop來想用這個projector把 powerpoint來project到這上面)，上課速度常常忽快忽慢，說話速度快，再 加上學科內容和圖資系好像其實沒什麼關係所以……大家的評價頗兩極XD 不過對我而言是個好老師，而且超涼超甜，所以先上來替他說點話。
M.1314708414.A.00F__BA1009,BA1009,程式設計,楊東謀,https://www.ptt.cc/bbs/NTUcourse/M.1314708414.A.00F.html,"[問題] 請問楊東謀老師""程式設計""的評價?",Tue Aug 30 20:46:52 2011,問題,,False,,,,,,
M.1612104734.A.B3A__IM1014,IM1014,線性代數,楊東霖,https://www.ptt.cc/bbs/NTUcourse/M.1612104734.A.B3A.html,[評價] 109-1 楊東霖 工程數學-線性代數,Sun Jan 31 22:52:11 2021,評價,109-1,True,4,,3,投影片上課，投影片是老師把課本截圖做成投影片，每個小節一份投影片,期中 35% 期末 35% 小考 10% * 2 作業 10% 共 15 次作業,電機系的線性代數最重要的還是寫題目，選楊班的好處是平常就有持續練習題目， 缺點就是新老師的經驗不足，對於想寫程式的同學可以選李宏毅班，想要聽到超 出課本的同學可以選其他有經驗的老師
M.1612104734.A.B3A__TA10320421,TA10320421,工程數學（二）,楊東霖,https://www.ptt.cc/bbs/NTUcourse/M.1612104734.A.B3A.html,[評價] 109-1 楊東霖 工程數學-線性代數,Sun Jan 31 22:52:11 2021,評價,109-1,True,4,,3,投影片上課，投影片是老師把課本截圖做成投影片，每個小節一份投影片,期中 35% 期末 35% 小考 10% * 2 作業 10% 共 15 次作業,電機系的線性代數最重要的還是寫題目，選楊班的好處是平常就有持續練習題目， 缺點就是新老師的經驗不足，對於想寫程式的同學可以選李宏毅班，想要聽到超 出課本的同學可以選其他有經驗的老師
M.1620051162.A.0D1__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1620051162.A.0D1.html,[求救] 徵4/28 楊植勝 哲學概論 錄音,Mon May  3 22:12:40 2021,求救,,False,,,,,,
M.1594537742.A.AC3__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1594537742.A.AC3.html,[通識] 108-2 楊植勝 哲學概論,Sun Jul 12 15:09:00 2020,通識,108-2,True,5,5,3,老師第一、二堂課的引言非常吸引人，後來進入到哲學問題後上課模式變得較為單一，但 老師語調輕鬆，也會參雜一些笑話，整體還是很有趣。 老師的治學態度相當嚴謹，上課模式通常是先唸一段英文書上的課文，細細講解英文的用 字，甚至用希臘文、德文等等來解釋，再用中文翻譯一遍，順便批評中譯本的瞎翻，最後 才帶入自己對這段課文的看法。 老師學識也很豐富，也常會在課程中引一些章句或詩句來啟發同學，或是放在投影片中給 大家參考。老師的投影片也做得很有趣，是個可愛的人。 老師這學期從第一部分的「哲學是什麼」就開始拖進度，原本表定兩週上完的課，花了六 週左右才上完，導致三四部分只能草草在一兩週內帶過。儘管上很久可以講得…,作業20% 期中20%期末40% 上課表現20% 期中考占比低的原因是因為老師要讓大家習慣哲學問題的答題方式，但大家期末表現仍然 不太好，助教很佛心地幫大家調分，上課表現也一律給90。 我期中80，期末90，兩次作業都A-，最後學期成績A，算很紮實。,相比其他堂哲學概論，這一堂的娛樂性與互動性肯定不如某位名嘴教授厲害，但也足夠有 趣與活潑了，而且在哲學問題的探討與深入研究上，一定能讓對哲學有興趣的人獲益不少 。課堂上探討的哲學問題也都很生活化，不會讓人感到哲學很高深莫測或艱澀難懂。總而 言之是一堂很推的課！
M.1583551138.A.B65__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1583551138.A.B65.html,[問題] 楊植勝 哲學概論 加簽與第一堂課,Sat Mar  7 11:18:56 2020,問題,,False,,,,,,
M.1393684133.A.582__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1393684133.A.582.html,[News] 楊植勝老師的哲學概論加簽名單,Sat Mar  1 22:28:50 2014,News,,False,,,,,,
M.1361759063.A.90B__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1361759063.A.90B.html,[求救] 楊植勝老師的哲學概論,Mon Feb 25 10:24:20 2013,求救,,False,,,,,,
M.1308976731.A.4D9__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1308976731.A.4D9.html,[通識] 99-2 楊植勝 哲學概論,Sat Jun 25 12:38:45 2011,通識,99-2,True,4,5,1,老師上課除了用投影片，然後會帶過課本內容順便講解。 不過投影片實在沒什麼用因為都是大標，所以要是沒上課除非自己看書不然 考試一定會炸掉。 而且考試很多的內容，都與老師個人的解釋相關，所以個人覺得抄筆記還滿 重要的。 此外因為這堂課只有一學期兩學分，所以課堂都是以講演課為主，其中有一 堂課是邀請外校教授來演講，不過內容也和課程有關。 老師最初幾週上課的時候比較無趣一點，或許是因為老師在介绍「何謂哲學 」和課本的序時花了太多時間，且這個部份本來就比較無聊。不過老師的確 會在課堂上用「鄉民」的梗，後來上課的時候老師的語氣就有稍稍詼諧一點 ，但假若不是特別認真上課的話，其實是很容易陣亡的。。。 不過老…,兩次作業各佔10%，平時成績（三次簽到）20%，期中考20%，期末考40% 然後有參加「台大哲學獎」者有額外加總分。 老師有說這學期有關作業全都交給助教處理，作業基本上都可從課本找到， ，其實就是老師上課帶過課本的內容。助教說作業主要是幫助我們複習期中 期末考試，所以作業本身只要有看課本就不會很難寫。第一次作業是三選二 ，字數約1500字。第二次作業則是兩題全寫，但好像沒有字數上的規定。同 時助教會要求同學在擷取資料時要引用，否則會當作抄襲。 簽到是上課前到講台簽名，不過下課還可以補簽。 期中期末考都是六選五的問答題，內容也都是從課本中出來。 老師也說可以帶任何想要用只要能搬來的資料都沒關係，…,假如想要上輕鬆一點和互動多一點的哲學概論，那應該還是要推苑舉正老師 的哲概了，無論是哲學系的同學或是有修習過的人都這麼說。不過假如想要 學到東西的話，那還是比較推楊植勝老師的課。假若是想要了解哲學家或思 想家的理論內容(如笛卡爾、康德等)，或是想對某些主義(如實證主義、理性 主義等)建立一些知識基礎的話，的確建議來上這一堂課。 不過要是對這些內容都沒興趣的人，那可能就會比較痛苦一點了。話說回來 或許也因為我是相關科系的學生，所以這堂課或多或少和以往所學有關，自 然會比較有興趣點。 此外，個人覺得這堂課對於擅長發揮思考能力的同學來說，或許會有點小落 差。因為老師是以講課為主，這點就不如苑舉正老師…
M.1298456109.A.3D7__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1298456109.A.3D7.html,[問題] 楊植勝-哲學概論,Wed Feb 23 18:15:04 2011,問題,,False,,,,,,
M.1279000101.A.F3F__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1279000101.A.F3F.html,[評價] 98全 楊植勝 哲學概論,Tue Jul 13 13:48:17 2010,評價,,True,5,5,4,本堂課有三堂講演課以及一堂討論課； 講演課是以投影片+老師帶過課本內容並講解， 不過完全依賴投影片的話大概會炸掉，因為投影片的內容非常簡潔XD 因為考試內容主要都是以上課講演為主，如果沒來上課又不K課本的話考試大概就哭哭了 老師上課常常會冒出很多鄉民梗XDD相當具有親和力(?) 很有趣的一點是在每章開始的時候， 老師都會花一段時間講解分析各章節名字的由來， 所以對這些專有名詞就能夠理解，不會只是硬背而已 上課通常都是老師唸一段課文→翻成中文並且解說這段段落→LOOP， 然後常常會有學生舉手發問(?)有時候會在一個問題的辯論上面花很久的時間， 可能就是因為這樣多少影響到進度，所以每章都沒有教完，…,蠻紮實的...至少不會算是一門甜課(雖然某種方面而言這門課對我來說很涼) 配分方式：期中考20%討論及作業20%上課表現(大概就是三次點名)20%期末考40% 無論是上下學期，期中考考卷都是助教改，期末考考卷都是老師自己改 期末考考卷如果不寫考試科目的話會被扣分XD (這學期期末考分數不清楚，期中84，作業的滿分20分都拿17~18分，也都有出席，最後83 上學期期中78期末80，作業18~20分，都有出席，學期成績85，供各位做個參考),來上這門課就帶著一顆瘋狂運轉的腦袋吧XD 我覺得哲學這門學科是從生活當中常常有時候會去想的問題開始， 逐步分析討論，經過諸多思辨終而架構的學科， 做為一個進入哲學殿堂的課而言，我非常推薦有興趣的同學來修這門課！
M.1267324215.A.BB5__Phl1007,Phl1007,哲學概論,楊植勝,https://www.ptt.cc/bbs/NTUcourse/M.1267324215.A.BB5.html,[加簽] 楊植勝老師的哲學概論丙,Sun Feb 28 10:30:13 2010,加簽,,False,,,,,,
M.1283256897.A.2EC__LAW2090,LAW2090,國際公法,楊永明,https://www.ptt.cc/bbs/NTUcourse/M.1283256897.A.2EC.html,[問題] 楊永明教授的國際公法,Tue Aug 31 20:14:54 2010,問題,,False,,,,,,
M.1516722472.A.ACE__EE3015,EE3015,近代物理,楊燿州,https://www.ptt.cc/bbs/NTUcourse/M.1516722472.A.ACE.html,[評價] 106-1 近代物理 楊燿州,Tue Jan 23 23:47:49 2018,評價,106-1,True,5,3,,全板書 老師板書滿好看的，也很整齊，速度適中，一定跟得上。上課講解算滿清晰的，很少數的 時間會扯到一些其他事情。,1 Final Exam 40% 包含Quiz II(全部)及其之後的授課內容 2 Quiz II 30% 3 Quiz I 30% 紮實分，把握考試要A開頭不是問題 不當人，考真的很爛的話應該穩C-,老師第一堂就說，成績跟努力程度成線性關係，很認真算習題真的很容易考高分，雖然公 式很多，或是說到第二第三次考試的內容真的頗難看不懂，我到期末考讀書時間不夠，有 點純粹被習題的感覺。但修完還是有對近代物理有第一層的認識。
M.1294895322.A.B01__EE3015,EE3015,近代物理,楊燿州,https://www.ptt.cc/bbs/NTUcourse/M.1294895322.A.B01.html,[評價] 99-1 楊燿州 近代物理,Thu Jan 13 13:08:40 2011,評價,99-1,True,4,5,4,主要是板書，配合投影片放一些圖片，不過老師的筆記主要都是課本的濃縮， 所以其實很多同學都沒有抄筆記，偶爾會有課本外的東西，不過真的是不多,聽說之前都是作業加上期末考，不過這學期好像是因為老師有滿多次要開會， 所以改成4次小考+期末考，題目主要都是勾選的習題，所以應該算是很甜吧， 而且習題都還有把解答放在網路上，真的不想寫也可以用看的,基本上這門課很甜，所以很適合想要學分以及分數的同學作為選修。另外由於 這門課比較類似通識性質，所以也不是很難，不過也因為這樣，後面的部分讀 起來會很抓不到重點(中間過程都跳過了)。整學期能學到的就是基本的概念， 至於其他嚴謹的部分可能就要修過量子物理或者量子力學等等比較專業的科目 才能學到了
M.1287414950.A.22A__EE3015,EE3015,近代物理,楊燿州,https://www.ptt.cc/bbs/NTUcourse/M.1287414950.A.22A.html,[求救] 楊燿州教授的近代物理,Mon Oct 18 23:15:47 2010,求救,,False,,,,,,
M.1605071208.A.77C__Agron2002,Agron2002,統計學,楊豐安,https://www.ptt.cc/bbs/NTUcourse/M.1605071208.A.77C.html,[評價] 108 全 統計學 楊豐安,Wed Nov 11 13:06:46 2020,評價,108,True,4,4,2,slides為主，沒有討論報告、上課會帶一些例題。 slide蠻簡潔舒服的，考試前很好用。,扎實甜（？）,統計學
M.1547280261.A.A9B__Agron2001,Agron2001,遺傳學,楊雯如,https://www.ptt.cc/bbs/NTUcourse/M.1547280261.A.A9B.html,[評價] 107-1 楊雯如 遺傳學,Sat Jan 12 16:04:18 2019,評價,107-1,True,4,3,3,投影片上課，內容與課本差不多，偶爾會有老師的補充，像是chromosomal basis of Mendelism會加Rumex屬花的情況，前幾堂課會像這樣有幾個覺得稍微 跟植物比較有關的例子。 實驗結果(例如interrupted mating experiment)的時候會有叫座位附近的 討論之後點人說你看到了甚麼。,35%的報告底分，期中期末兩次考試成績忘記佔的比重多少，但總成績還沒出來 ，我不確定給分甜不甜。,看之前的評價會覺得這堂課可能很恐怖，但是目前還沒看到成績的前提下， 覺得老師還算隨和
M.1383385252.A.56B__Agron2001,Agron2001,遺傳學,楊雯如,https://www.ptt.cc/bbs/NTUcourse/M.1383385252.A.56B.html,[問題] 楊雯如遺傳學 作業,Sat Nov  2 17:40:49 2013,問題,,False,,,,,,
M.1376932595.A.410__Agron2001,Agron2001,遺傳學,楊雯如,https://www.ptt.cc/bbs/NTUcourse/M.1376932595.A.410.html,[問題] 楊雯如老師的遺傳學評價,Tue Aug 20 01:16:33 2013,問題,,False,,,,,,
M.1358491450.A.E1E__Agron2001,Agron2001,遺傳學,楊雯如,https://www.ptt.cc/bbs/NTUcourse/M.1358491450.A.E1E.html,[評價] 遺傳學 楊雯如,Fri Jan 18 14:44:08 2013,評價,100,True,3,2,3,投影片上課，不過基本上就是把投影片的英文念一次然後翻譯成中文一次 有時候會提到一些園藝上的例子，上課頻率很枯燥，一下課班上幾乎都趴著睡著,非常紮實，分數不高 作業40% 期中期末各30% 作業是挑課本後面練習題五題來寫,上課還蠻無趣的，ppt很厚，每次去印都可以印到快20幾塊錢(一面0.6) 很厚一疊講義上課如果沒有聽就不知從何念起，但是上課有聽的話也不會差多少 老師很討厭遲到的人和成績差的人。 最後成績沒有公布，直接送去了(完全沒有看考卷或是疑義處理空間) 好像都會過吧，我有過(會調分)，但是覺得不如去修比較難但上課比較有趣的 不然老師非常注重缺席率，一次沒去老師眼睛看人角度就會不一樣(可能是 我個人感覺)，且上課又死氣沉沉，實在上的很痛苦 成績也不是說很好看 要修遺傳學的，這堂非常不推
M.1343290906.A.945__Agron2001,Agron2001,遺傳學,楊雯如,https://www.ptt.cc/bbs/NTUcourse/M.1343290906.A.945.html,[問題] 楊雯如老師的遺傳學,Thu Jul 26 16:21:32 2012,問題,,False,,,,,,
M.1503492887.A.DDB__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1503492887.A.DDB.html,[問題] 請教樊家忠老師勞動經濟學評價,Wed Aug 23 20:54:45 2017,問題,,False,,,,,,
M.1395803232.A.89A__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1395803232.A.89A.html,[News] 樊家忠老師「個體經濟學二」時間異動,Wed Mar 26 11:07:09 2014,News,,False,,,,,,
M.1361763454.A.5F0__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1361763454.A.5F0.html,[News] 樊家忠老師「勞動經濟學一」教室異動,Mon Feb 25 11:37:31 2013,News,,False,,,,,,
M.1361763374.A.528__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1361763374.A.528.html,[News] 樊家忠老師「個體經濟學二」教室異動,Mon Feb 25 11:36:11 2013,News,,False,,,,,,
M.1340383536.A.A52__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1340383536.A.A52.html,[評價] 100全 樊家忠 個體經濟學一&二(英),Sat Jun 23 00:45:34 2012,評價,100,True,5,,3,本課程英語授課 英語考試 寫答案當然要用英文囉 大多數的時間都是看教授自製的投影片 投影片可以下載 所以不太有人在抄筆記 教授會不斷在投影幕前跑來跑去 很少寫黑板 理論的部分不會過分深入 數學也不會很常特別講 不過實例應用跟時事評論倒是不少 因為教授希望這門課 能帶給大家清晰銳利的思考 而且他希望大家能真的去應用所學的理論 數學的話他覺得聰明的人回家自己看就會懂了 所以他上課要多講一些思考的部分 常常會問大家問題 可以舉手回答 如果戳中他的點 他會很高興 說一下英文的部分 教授英文很好 不會用很艱深的字彙 而且上課滔滔不絕 所以如果想順便練練英文 可以考慮樊教授喔 Presentation 就…,Presentation 10% 2 Quizzes 30% Midterm 30% Fianl 30% 會調分 大約是平均分調成跟其他個經班一樣 所以相對成績比較重要,教授去年才從澳洲回來 但已經拿到博士一陣子了 所以算是經驗豐富 對學生很nice 下課都可以去問問題 或聊聊天 上課還蠻幽默的 不會很嚴肅 如果跟得上教授的思考的話 常常會有很有趣的點 因為教授的研究方向是實證部分 所以上課有說不完的case可以聽 個人覺得 時事評論部分收穫也很大 對這樣的教學方式感到喜歡的同學 可以考慮來這班喔
M.1327122285.A.4CA__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1327122285.A.4CA.html,[問題] 請問樊家忠老師個經和連賢明老師健康經濟學的評價,Sat Jan 21 13:04:42 2012,問題,,False,,,,,,
M.1317398792.A.9D4__TA10312086,TA10312086,經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1317398792.A.9D4.html,[問題] 樊家忠的個體經濟學,Sat Oct  1 00:06:30 2011,問題,,False,,,,,,
M.1312731508.A.1C7__Fin2006,Fin2006,總體經濟學,樊家忠,https://www.ptt.cc/bbs/NTUcourse/M.1312731508.A.1C7.html,[問題] 求宮崎浩一的總體經濟學和樊家忠的個體經濟學評價,Sun Aug  7 23:38:25 2011,問題,,False,,,,,,
M.1583400198.A.7AB__TA10820103,TA10820103,臺灣近代史,歐素瑛,https://www.ptt.cc/bbs/NTUcourse/M.1583400198.A.7AB.html,[評價] 108-1 歐素瑛 臺灣近代史,Thu Mar  5 17:23:15 2020,評價,108-1,True,5,,2,老師生動活潑，聲音富有磁性，總之就是很有特色啦 上課蠻有趣的，偶爾還會加一點時事 像是之前要選舉了，就一直偷偷嘴我們韓導齁氣氣氣氣氣氣 而且沒有討論課，也沒要分組什麼的，推薦給討厭上通識還要社交的人,"1、平時成績（10%）：點名及於CEIBA討論區討論發言。 >> 但我記得根本沒點過名就是 2、影片心得（10%）：於課堂放映之「GaYa—1930年的霧社事件與塞德克族」、 「綠的海平線」擇一撰寫約1,000字之摘要及心得，12月27日繳交。 >> 就是心得 3、指定閱讀摘要（20%）：就各講次指定閱讀撰寫200-300字之摘要，張貼於 CEIBA討論區指定處。全學期至少應繳交3篇，超過者可為加分依據。 >> 每一週都會有指定閱讀要看，挑一篇摘個300字上下的摘要就好 >> 另外我覺得很多人其實根本沒看，都是在摘別人的摘要... 4、學期報告（30%）：就課程主題中擇一主題撰寫3,000-5…",不排斥寫報告的話，我覺得是蠻好又蠻悠哉的通識啦 因為沒有期中考，期末考考的幾乎都考古題，答案也都很好找，摘要寫三篇就好 主要都是那個學報格式的報告花比較多時間，但有心的話一定不難。
M.1522009341.A.628__CSIE4004,CSIE4004,前瞻資訊科技二,歐陽明,https://www.ptt.cc/bbs/NTUcourse/M.1522009341.A.628.html,[求救] 前瞻資訊科技二 歐陽明作業,Mon Mar 26 04:22:19 2018,求救,,False,,,,,,
M.1469724800.A.EEC__CSIE2344,CSIE2344,數位系統與實驗,歐陽明,https://www.ptt.cc/bbs/NTUcourse/M.1469724800.A.EEC.html,[評價] 104-2 歐陽明 數位系統與實驗,Fri Jul 29 00:53:17 2016,評價,104-2,True,4,4,1,主要是用投影片＋白板，常常會來回切換...... 「那邊同學麻煩幫我開燈一下 謝謝」 上課可以說是非常的 自由奔放 ，想到什麼就會講什麼。 內容涵括各大硬體公司或是晶片的一些常識， 也有講到過美國的房價/物價，還有各國的 GDP/GDP per capita 也有拿 Google Cardboard 讓大家玩玩看。 可能有些人喜歡，有些人不喜歡，但就是正課內容密度會頗低。 不過老師常常會讓大家團體討論，這點我覺得還不錯。 「接下來給同學5分鐘，大家兩個兩個一組互相討論一下」 討論完之後通常會問有沒有人自願上台分享解法/想法， 沒有的話就是「好我們請這位同學上來幫我們講解一下他的做法...」,"學期總分計算（全部加起來 = 1）： Lab 1, Lab 2 各佔 1/6 期中考, 期末考 各佔 2/9 作業x1, final project 各佔 1/9 另外還有上課參與加分跟口頭報告加分，大概都是加1~2分。 雖然整學期下來事情很多，也要不斷分組， 不過我覺得給分還算甜，除了考試之外都不難拿分， 自己最後僥倖拿了個A+。",算是從大一到現在修過最奇葩的課吧...（隔壁的是 另一種風味 ） 要說有上課是真的有上課，要說雷也可以說很雷。 要說很涼上課是真的很輕鬆，要說有loading也是真的很多事情。 雖然老師跟助教人都是蠻好的，不過總覺得這種風格的課 跟系上其他課不太搭啊XD 我們這一屆開始把二上的數電改為選修，覺得挺合理的， 不知道幾年後（我猜B08）會不會這門也變成選修～ 如果是系上的，不喜歡 bitcoin 跟 android 的話可以選雙班這門。 如果是外系的，看完還想修的就來吧XD
M.1722757029.A.924__TA10320068,TA10320068,詩選及習作（二）,歐麗娟,https://www.ptt.cc/bbs/NTUcourse/M.1722757029.A.924.html,[評價] 97全 歐麗娟 詩選及習作,Sun Aug  4 15:37:07 2024,評價,,True,,3,3,主要是老師講授，沒有分組與討論。 老師口才極佳，辭藻華麗，講起課來妙趣橫生。,紮實偏甜，有背有分沒背沒分，不會為難學生，也不需要學生提出新觀點。,事隔多年到今天才出來寫評價的機緣是YouTube跳出歐教授和陳文茜拍的影片， 讓我回憶起當年的這堂課。有感於現代社會風氣與種種亂象，覺得有義務要出來寫這個評 論。 詩選及習作至少在我那個年代是中文系必修，意味其內容是系上認為中文系所 有學生都應該具備的基本素養。不過歐教授在第一堂課就表示自己是唐詩的專家，如果按 照詩選原本的課程規劃，每個部分她只能講個大概。倘若只講唐詩，她可以講得很深入， 且唐詩是古典詩的精華，唐詩如何如何，自己如何如何，要當天出席的學生即刻投票表決 要上正常的詩選還是只上唐詩。 多數人或者普通人都是容易被暗示影響的，雖然還是有不少同學投票正常詩選 課程，但在歐教授極具煽動的…
M.1290237603.A.953__CHIN2286,CHIN2286,中國文學史下,歐麗娟,https://www.ptt.cc/bbs/NTUcourse/M.1290237603.A.953.html,[評價] 98-2 中國文學史下 歐麗娟,Sat Nov 20 15:20:00 2010,評價,98-2,True,5,4,,有時有word檔,不會太嚴也不會太甜,我覺得這是一門很充實的課，隨著老師的帶領可以把以前對文學史不足或錯 誤的觀念都做一個補充與修正。
M.1600420206.A.37C__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1600420206.A.37C.html,[求救] 毛慶生總體經濟學授權碼,Fri Sep 18 17:10:04 2020,求救,,False,,,,,,
M.1595731255.A.F0F__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1595731255.A.F0F.html,[評價] 108全 毛慶生 總體經濟學,Sun Jul 26 10:40:51 2020,評價,108,True,5,5,4,全程板書~ 把老師的板書超下來就是一本價值滿滿的筆記:) 這堂總經最大的特點就是強調經濟直覺的推導 老毛絕對不會用繁瑣的數學式跟你推式子 而是用講故事的方式去告訴你經濟學的概念 「如何說出一個好的故事」就是老毛要在這門課教你的 老毛上課生動有趣 除了爬樹摘椰果等正課內容外 輔以走狗的學說多爛、政府的政策效果 還有他如何與社會系的教授辯論等 保證你上課專注度100分 (σ°∀°)σ..:*☆,50%期中 50%期末 算紮實甜吧 有唸有分 我覺得老毛考試給分很佛了,大概是目前修過最愛的教授了 老師雖然退休了 但還是願意來教我們 雖然嘴上說是so poor 但我覺得真正重要的是他對經濟學的熱忱 老師人超好 我常常寄信問問題或是考前花個1-2小時去研究室煩他 他都很nice的跟我討論QQQ 總之就是一門超讚的課 修完保證收穫滿滿!
M.1498711008.A.F2D__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1498711008.A.F2D.html,[評價] 105全 毛慶生 總體經濟學,Thu Jun 29 12:36:36 2017,評價,105,True,5,3,2,"幾乎都是板書授課，除了上面提到兩個章節是用投影片授課。 老毛的板書速度普通，想抄筆記的絕對跟得上，若懶得抄可以在台大 經濟系學會的資料庫上找到，內容涵蓋前述的授課範圍。 教授從CH4的靜態模型開始的授課模式均是先來個Model Overview，介 紹這個模型的基本假設、變數。再來就是拋出決策問題(Decision Pro- blem)，描述代表性廠商、消費者的選擇與限制式，透過直觀推導出最 適選擇的一階條件(FOC)，推導FOC當然可以用Lagrange Multiplier， 但老毛特別強調經濟上的直觀，""數學是回家晚上睡不著練功用的""， 所以考試考FOC推導也幾乎是希望用直觀來找出答案。…",學期成績：期中期末取算術平均，只要有一次調分後及格就給過 期中期末：會調分到全班平均落在77~78左右，調分公式通常是 10*SQRT(X)、10*SQRT(X+10)，X表原始成績。 無助教，考卷自己改，所以期中考通常很晚才發，本學期是最後一次上 課才知道成績。如 #1NU-Ii2- (NTUcourse) 的大大所說，很難說是甜或 硬。,跟著老毛這一年來收穫滿滿，對於經濟直覺似乎增加很多，有時候無聊 晚上睡不著還可以翻翻書本裡給研究生的章節(?)，上課時還可以聽各 種有趣的事，像是某經濟系教授本來是新古典學派，但從政後倒戈，開 始了Keyensian那一套；另一位經濟系教授加入LTCM，結果在被Soros狙 擊等。老毛有時在講模型時也會跟財務金融領域上的一些理論作對應， 對金融有興趣的可以聽聽看Lucas Tree Model跟CAPM的一些比較或RET 與Modigliani-Miller Theorem。 可惜今年由於時間因素，Solow-Swan Growth Model只簡單提過核心， 考試也沒有出成長模型相關問題。 …
M.1482309941.A.353__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1482309941.A.353.html,[問題] 毛慶生 總體經濟學,Wed Dec 21 16:45:39 2016,問題,,False,,,,,,
